Date,Close,High,Low,Open,Volume
2015-02-18,192.05416870117188,193.40674195129372,190.5098982015268,191.7027095249581,9835036
2015-02-19,192.1393585205078,193.32153416038068,189.05081766521656,193.18307193453717,9550637
2015-02-20,185.9729156494141,190.8506873364849,185.58950697218185,190.69092542669884,18717199
2015-02-23,181.3614196777344,186.75039865082317,180.4348545538407,185.3019768066479,14104463
2015-02-24,179.23141479492188,182.5010179954928,178.28356400754873,181.9578614733714,19946218
2015-02-25,179.59347534179688,182.4370695916168,179.14616758234467,180.79695061946092,15274116
2015-02-26,179.3485565185547,181.05257483056064,178.1983302946641,180.22185826087667,21459750
2015-02-27,182.23471069335935,183.39558660147352,179.90233746829074,180.53069262153383,18659378
2015-03-02,184.0878753662109,186.48416233764095,182.23474487913757,185.09963939650848,14579511
2015-03-03,191.8731384277344,193.07659970579675,184.7588408033132,185.09963594400008,20636925
2015-03-04,189.11474609375,193.7582221627517,187.4533270945809,192.98075479554876,14476047
2015-03-05,188.49703979492188,191.4364832389355,187.04861776951995,190.10520954486057,10716702
2015-03-09,185.2380523681641,189.94542663337924,184.0665408344018,188.52895441528287,14065391
2015-03-10,183.0015411376953,186.54803975590264,182.2027741670949,185.08896804585885,15234060
2015-03-11,182.3199615478516,185.22744129826427,181.5637938626436,183.38497484127305,11635873
2015-03-12,183.9919891357422,184.75880649741728,182.24535748901175,182.75657854263068,11782380
2015-03-13,181.0738677978516,185.22742205442125,180.41356303703287,185.0996238849895,12936157
2015-03-16,179.36984252929688,181.89392737056428,178.98643381725202,181.37207064705345,13839990
2015-03-17,182.5116271972656,183.1612820655576,179.13552625773318,181.16970385507284,19070082
2015-03-18,185.02505493164065,185.79187230276492,182.0536625013523,182.5435696499169,9269885
2015-03-19,182.36251831054688,186.73971879510893,181.925860402947,186.49477233551195,13934612
2015-03-20,181.9258728027344,183.42754385713545,180.754346998988,182.73527537793208,10405717
2015-03-23,179.337890625,184.0346010747076,178.51782397653736,182.43708138411853,13251683
2015-03-24,180.6158905029297,181.9684636386346,179.36983004892656,179.36983004892656,9238431
2015-03-25,179.96624755859375,180.94606192000597,179.1355310551669,180.83956345001644,10264941
2015-03-26,176.64340209960938,180.89281917340105,175.53578953448115,179.1568371752872,20621346
2015-03-27,172.89453125,177.85750159828535,170.7112417593363,177.62319077108478,23326922
2015-03-30,172.6921844482422,174.17255580025198,169.64624297036656,173.938259172148,17330588
2015-03-31,175.9404754638672,177.4101968708332,174.23644322571658,174.23644322571658,20235395
2015-04-01,178.08114624023438,178.70950135597803,173.19272487103203,175.70615955275932,14588531
2015-04-06,175.65292358398438,178.4965179161862,174.96066934171316,178.07050983680634,12334096
2015-04-07,177.3995819091797,178.0918362553346,175.951159909431,175.951159909431,21275454
2015-04-08,184.43930053710935,185.2061036951791,177.4102028641615,177.5380010207142,24821205
2015-04-09,190.6589813232422,191.48969777779945,182.92697957554887,184.3541016457162,27276420
2015-04-10,192.62924194335935,193.5771066202593,189.38095378797405,190.62701413569496,25323219
2015-04-13,196.49530029296875,196.97455767782984,191.43648024096564,193.1511484470765,20177342
2015-04-15,196.7402191162109,200.1376052604348,193.23632029456007,196.17574884773205,22231264
2015-04-16,197.7413482666016,199.7968255520395,195.7497700612804,196.92128163426204,20177302
2015-04-17,197.42184448242188,201.13874061701677,196.5165790498366,199.16846204683267,23958678
2015-04-20,188.6461181640625,199.67967267710503,187.12314735802732,199.64772313550145,37628162
2015-04-21,186.6864776611328,190.7441971583434,185.8344757198747,189.60462092323263,17707007
2015-04-22,187.38938903808597,188.8804101535762,184.67359296053945,187.84734664074568,14761313
2015-04-23,186.81430053710935,189.44488387194735,185.11026812132016,188.2627224030284,13337818
2015-04-24,187.2083282470703,188.39050382970512,185.0250529044277,186.80363409209505,12709854
2015-04-27,186.4415283203125,189.04016192770885,185.62146171252095,187.453292162716,11042925
2015-04-28,184.2902069091797,187.86865490589847,182.8737346520141,186.31373464262947,14687371
2015-04-29,181.0525665283203,185.42978176208143,180.4987602468445,183.60860098849892,16387960
2015-04-30,183.6831512451172,184.4393188506432,180.6159098707756,181.05256783444128,34802149
2015-05-04,189.7750396728516,190.4033948600845,183.2890980527156,184.503209039488,15078502
2015-05-05,190.03062438964844,192.086101595302,188.52895340893107,190.36078384285693,17846755
2015-05-06,187.4958953857422,191.01044429016977,185.73861382415149,189.57267234489208,22438208
2015-05-07,185.47238159179688,187.1125007453976,183.1825933101832,186.37764705705703,16735535
2015-05-08,191.89642333984372,192.76995821202655,185.72778790218808,187.86308256939228,17104443
2015-05-11,193.2444610595703,193.9993572179756,190.5375843595077,192.57582270446852,14214007
2015-05-12,187.36700439453125,193.0179922461284,186.6013241708603,193.0179922461284,16650201
2015-05-13,190.90426635742188,191.66996098197123,184.88660721019056,188.3699483150161,16701434
2015-05-14,189.41603088378903,191.14153262634505,187.71211159101856,191.0983821246725,12329713
2015-05-15,188.49935913085935,191.30329225237853,187.66897473862284,190.2140768406317,8331715
2015-05-18,192.2954559326172,192.8238876120103,188.1219226282368,188.70427443839463,9847540
2015-05-19,193.15821838378903,195.14253690631463,191.22781999525608,192.23076328331737,14513036
2015-05-20,196.02682495117188,196.49055246225527,193.6219151886508,194.2042813824008,8708891
2015-05-21,193.4169921875,197.43954847559763,192.84542449587408,196.54444565377565,10759523
2015-05-22,194.9484100341797,195.32586537004315,193.47095516902235,193.47095516902235,8349048
2015-05-25,192.9317169189453,195.843490202304,192.46798942280012,194.1179885242109,6617337
2015-05-26,190.7964324951172,193.2552624396404,190.38662510471357,193.03956751937065,9510249
2015-05-27,190.94741821289065,192.15527239102204,189.84741869912585,191.0983945859448,8078236
2015-05-28,188.89837646484372,192.87779707844652,188.0787617267393,191.06602319333052,26538868
2015-05-29,189.1572265625,191.19546518996947,188.31604368840487,189.7827145057992,29277517
2015-06-01,194.603271484375,195.17485359685412,189.3728754564937,189.80425084811532,19594976
2015-06-02,193.8268280029297,198.1729056621424,192.27388506594,195.3582028879292,20178960
2015-06-03,193.33074951171875,196.37193124706977,191.63761422713773,193.9023172906168,15546279
2015-06-04,196.85720825195312,197.6121044026192,192.51111657993744,195.0238664036399,15931395
2015-06-05,195.78958129882807,197.77389970365343,195.07780677654583,196.25330882155788,13066337
2015-06-08,190.97976684570312,196.27488221056336,190.4729032045564,195.58467572183216,10846953
2015-06-09,190.60232543945312,192.10133390831172,189.23271088979416,190.56995896227932,9153355
2015-06-10,195.3689727783203,196.25329164173195,190.8826887078706,191.0983692121673,13509379
2015-06-11,189.18955993652344,196.1670260564273,188.4346493502279,195.4121154701317,14676438
2015-06-12,191.9287872314453,192.54349112834416,189.426821140758,189.5885959331306,21543824
2015-06-15,194.4954833984375,195.1964739970354,191.9611648911316,193.01802840499525,12858570
2015-06-16,194.969970703125,195.1964496552248,192.6513474375684,193.90232329466608,13929305
2015-06-17,200.84744262695312,203.25235255860252,192.8238964356236,195.2072383139802,26232634
2015-06-18,211.14645385742188,211.804293811666,201.1278061970768,201.13859022259064,49366799
2015-06-19,214.964111328125,217.06705386807397,211.9121457592755,211.9121457592755,45710935
2015-06-22,213.896484375,217.56315413711965,212.7749024354501,215.02883594305328,19394187
2015-06-23,214.6082305908203,216.26901374273348,213.7454797388065,214.1013669848944,16007498
2015-06-24,213.7239227294922,217.07785568160645,212.8072517016048,214.60824167859997,18603004
2015-06-25,216.6680450439453,217.62785216251115,212.45137565623364,212.8827510980732,27175118
2015-06-26,215.837646484375,218.7278372787678,214.69449659918988,215.66508768021436,20966796
2015-06-29,213.713134765625,214.36020512509336,209.6474417573692,213.07686283011645,20168946
2015-06-30,215.70823669433597,216.30137252426832,213.09843040389427,213.508237791198,23184864
2015-07-01,216.9053192138672,217.9406145685704,215.9023759391297,215.9023759391297,14824266
2015-07-02,218.0269012451172,219.94651570869195,217.2180703965187,217.62787783450327,15931202
2015-07-03,217.23960876464844,218.6631433767422,216.34450581940408,217.78960848329172,13831096
2015-07-06,219.0406036376953,219.7631477870404,214.65137541722385,214.8455022856604,12237733
2015-07-07,216.3876495361328,219.26705634983,215.686659079013,218.0592166914452,11294999
2015-07-08,214.95335388183597,217.5631603350676,213.88570644178205,214.79157908329177,15190654
2015-07-09,212.9690093994141,215.9023506940492,212.0523384451034,214.8239049609263,16245867
2015-07-10,216.07492065429688,216.5494322256614,213.58373850410788,213.7670669574921,16110573
2015-07-13,217.1964874267578,218.38277354976591,214.64060112592944,216.07491986142963,9860248
2015-07-14,215.2121734619141,218.1670832081076,214.65138966745465,217.6062994136482,9942927
2015-07-15,218.09158325195312,218.792559357728,215.5896171666552,215.6327532717552,13532911
2015-07-16,220.7984313964844,221.68275028899987,218.09156898898715,218.2748974236729,14854295
2015-07-17,220.3670654296875,222.405303941404,219.5690331053919,221.1327600737845,10195142
2015-07-20,221.02490234375,222.14646975826776,219.54744770039383,221.68274227762916,6348354
2015-07-21,217.3690185546875,221.8229508615277,216.27980313588532,221.72589462779453,7923338
2015-07-22,226.55728149414065,227.32296173340805,216.67882577991844,216.76509798739664,17309440
2015-07-23,225.4572906494141,230.3210161125313,224.57297169324767,227.2259141638479,18642915
2015-07-24,221.0896148681641,226.3954994366621,220.2376480508804,226.0396265922432,13099664
2015-07-27,216.84060668945312,222.13572230140863,216.0641423507709,221.05729081007797,20118553
2015-07-28,217.8974609375,219.2886290599416,215.7082317130556,217.47686953387185,13382878
2015-07-29,214.8238983154297,218.42587786888075,213.98272996279803,217.7356714692016,14790821
2015-07-30,215.71902465820312,217.41217436851056,214.02588934579452,215.7082406319693,11701228
2015-07-31,216.085693359375,217.3906037117329,213.52980718308112,215.6866699956045,16634259
2015-08-03,216.2151031494141,218.67393310756037,215.55726315463895,215.90236639024332,9887787
2015-08-04,213.09844970703125,216.9053264261123,211.3729621911188,216.42003081259008,12006872
2015-08-05,213.0445251464844,215.85924252602445,212.25726239502848,213.15236541438256,14345010
2015-08-06,211.14645385742188,213.96117090392983,210.8337171175196,213.74547599575453,8708037
2015-08-07,212.3112030029297,214.392577824529,210.758245509154,211.1572689096964,8608888
2015-08-10,208.97882080078125,213.27097841911092,208.02979769771665,212.34353776638304,9288894
2015-08-11,208.3533172607422,210.00331634222695,206.6278156034868,209.43174859757792,8762464
2015-08-12,203.3709716796875,208.35333584262025,202.8641080422965,207.83568817885708,9650325
2015-08-13,201.3111724853516,205.75432109586055,200.4592055746893,204.25529818107356,9340350
2015-08-14,208.5582275390625,209.64744297335707,201.5160569096821,202.79939921210263,12739366
2015-08-17,205.05332946777344,208.3533424272414,204.0503861876674,208.3533424272414,10857430
2015-08-18,203.62977600097656,206.1964461118649,203.21998302361055,206.1964461118649,6630334
2015-08-19,205.8944854736328,207.274869508524,202.62682502080204,203.60820011939205,8877298
2015-08-20,197.63368225097656,207.04841013731848,197.08368254879417,207.04841013731848,19008087
2015-08-21,195.83273315429688,196.6847000851681,193.47095924605512,196.2748926602718,20050521
2015-08-24,178.9228515625,189.80424929383173,176.43166985465518,189.80424929383173,35635706
2015-08-25,182.9346618652344,185.6307550000468,177.5532884183989,181.36015073104545,49504268
2015-08-26,184.0670166015625,188.68270945109077,181.1768111582312,182.8591624591156,18955515
2015-08-27,187.46408081054688,190.07388730409656,184.8542743169972,186.95721714946367,26997546
2015-08-28,188.16506958007807,190.45134084789547,186.80623901277752,188.72585337025785,10770215
2015-08-31,184.60623168945312,188.262117387575,184.15328818730984,188.262117387575,20708942
2015-09-01,181.1444396972656,184.174837158618,180.1199285099158,184.174837158618,21645696
2015-09-02,183.2366180419922,184.8650492135777,181.7375951865303,183.33367427908487,19652369
2015-09-03,184.1640625,185.6523012434321,182.12582404681012,184.2071986028909,11659978
2015-09-04,180.29248046875,183.26895792897503,177.96305894399623,183.26895792897503,16199949
2015-09-07,179.7101287841797,182.03955031019265,178.52385716885811,180.7993441688128,10234633
2015-09-08,183.0317230224609,183.96996219155176,177.96308622223478,180.31407615860147,12900468
2015-09-09,188.52093505859372,189.52387830503704,183.441514668271,185.70623219148123,17340694
2015-09-10,187.00035095214844,187.7552616199805,184.51995281168516,185.7062389471499,11074406
2015-09-11,185.6954345703125,188.9630807028417,184.6709233461719,188.0787618110009,10634833
2015-09-14,186.3209228515625,186.71994619609512,183.74346874732453,185.8679793791063,7964072
2015-09-15,187.00035095214844,187.6474213525472,184.5415208651718,185.92191948201648,11509788
2015-09-16,188.1974334716797,189.2327289028173,186.6121382426189,188.1003772246169,13424811
2015-09-18,193.1258544921875,194.01015903348315,189.18956976826752,189.4699544478812,34261453
2015-09-21,189.39447021484372,191.57290113194648,188.95231073602508,189.8042776145708,12732187
2015-09-22,182.88075256347656,190.8611633749481,182.1474242868406,189.8042998715576,15745524
2015-09-23,183.4091644287109,184.80034703564291,181.17681336006356,181.82386934551363,15221260
2015-09-24,180.6052398681641,182.9022950231763,180.04445611206015,182.9022950231763,29076982
2015-09-28,179.93658447265625,181.3709030048691,178.73952889057725,181.13365445263256,11624639
2015-09-29,181.3385772705078,183.3875999290503,178.17877106934904,179.01995394526207,15853471
2015-09-30,185.98660278320312,186.52581845779352,180.8532626501116,183.54935542096143,17292020
2015-10-01,186.5042724609375,188.49937501221308,185.18859239443228,188.49937501221308,8663393
2015-10-05,191.5297698974609,191.96114536088643,185.88956558881375,186.09447649283808,16015412
2015-10-06,193.69741821289065,194.2258498805165,191.04446145095,193.1797705711776,12330294
2015-10-07,197.094482421875,198.01115346518384,192.17683678354965,192.97486913810505,11515191
2015-10-08,191.76702880859372,197.33174481258877,191.1523249053749,197.33174481258877,10753149
2015-10-09,191.3895721435547,195.2935048594576,190.1278122667424,192.83467486593472,9327873
2015-10-12,192.3385772705078,194.46308785112484,191.529746575337,191.529746575337,6212395
2015-10-13,192.73760986328125,193.31996165670165,190.4297563433873,190.89348385253476,6162561
2015-10-14,194.7542724609375,195.19643190062985,192.8130902956141,193.212113633668,8002587
2015-10-15,194.91603088378903,196.49054177146857,194.13956666419935,195.77878170368655,9048478
2015-10-16,197.31016540527344,197.31016540527344,194.9160396907272,195.08858410334372,15246935
2015-10-19,207.81411743164065,208.24547848093448,202.9611616480963,202.9611616480963,33505855
2015-10-20,206.34744262695312,208.50430542275396,205.5493959055996,208.13763414014025,18091895
2015-10-21,205.98077392578125,210.25136346681964,205.5493984816352,206.08861418734307,14404450
2015-10-23,206.12098693847656,209.8739436004166,202.99353265212667,207.91119305154456,12153422
2015-10-26,203.36016845703125,207.70624585795775,203.0258492731532,207.46899730016528,10938775
2015-10-27,202.64840698242188,204.5248851059712,202.1846794645574,202.4866465917361,11601798
2015-10-28,202.08761596679688,203.80233363803077,200.5670251553073,202.07683194113875,11958727
2015-10-29,202.96116638183597,203.8239172963436,201.65625598359057,201.88273493765087,13280382
2015-10-30,204.4062347412109,206.17485798076257,202.767019797698,203.19838078449345,13366359
2015-11-02,207.01608276367188,207.3827540748474,203.86706053284587,204.68666097218568,7222044
2015-11-03,208.61215209960935,209.31314260833523,207.32882416783585,207.76019961984423,11373522
2015-11-04,205.1827392578125,210.2945263332686,204.08273972941168,208.7847193889401,10033187
2015-11-05,202.0121612548828,205.11804754636808,201.2356968809617,204.6866720506784,10767454
2015-11-06,205.41998291015625,205.9268465194878,202.29252904796547,202.626833846996,8367190
2015-11-09,207.32882690429688,208.13764328932635,199.17585810973736,201.34351942474248,17031699
2015-11-10,199.0248870849609,206.95137713814407,197.6337044360297,206.4121614010071,11486238
2015-11-13,201.24644470214844,202.4327163034476,197.2454560567677,197.36408033731803,13682323
2015-11-16,201.5160369873047,203.17682003986675,199.4562306097142,199.72584563405144,15346549
2015-11-17,200.1032867431641,202.5081963232844,199.76898196599075,202.3248678970926,8588142
2015-11-18,196.7062530517578,200.86900234779324,196.26409357969672,200.0709556132637,11249222
2015-11-19,201.6131134033203,202.4650802639852,197.8386034698824,198.19449073032067,12183206
2015-11-20,204.2229156494141,205.5062579279124,199.62879102525173,201.45134899778424,11304265
2015-11-23,205.71115112304688,206.6062540560812,204.0827200411242,204.90233479390955,10499517
2015-11-24,208.7199859619141,209.56116878742728,205.1288045112978,205.5493959240544,14806176
2015-11-26,213.23861694335935,213.9503914382404,208.8386192567413,209.43175507054335,23805828
2015-11-27,211.16802978515625,214.06901914398404,210.1003824236632,213.31410853405853,10891864
2015-11-30,208.590576171875,212.32196433224055,207.5552808853004,211.0494060769643,29919205
2015-12-01,208.33175659179688,211.1141072357572,207.3288133972964,207.92194921378305,12981379
2015-12-02,210.9308013916016,211.3082567326698,208.0298117552794,208.40726709634768,7573628
2015-12-03,210.76901245117188,213.30333060337225,210.1003884273676,210.2729328469561,11361395
2015-12-04,208.23471069335935,210.5533485036212,207.3611901025212,209.71216559610295,13443688
2015-12-07,205.34451293945312,209.86314972104412,204.84843331190496,208.2347040929907,14483909
2015-12-08,202.9395904541016,205.6788050642084,201.9042951560251,204.6650778182628,7532164
2015-12-09,197.5474395751953,203.48961132957604,196.8895995189389,201.92588419388116,9174419
2015-12-10,204.97784423828125,205.72195649011263,198.4317527563602,198.97096849768863,18592203
2015-12-11,205.53863525390625,206.84354574454437,203.3709881855746,205.27981859996825,18155513
2015-12-14,206.00233459472656,207.81410851562416,204.0395843130536,204.3846875355813,10563900
2015-12-15,210.4886474609375,210.9308069753967,205.6896113631853,206.4121699836065,15718833
2015-12-16,211.0817413330078,213.00135538993828,209.97095795333595,210.48860555537024,12097338
2015-12-17,217.77882385253903,218.9219737881369,210.94156428017772,211.3837237386234,19369032
2015-12-18,213.9396209716797,217.62785879507004,213.5298135695476,216.5062912508448,16016139
2015-12-21,213.98275756835935,215.47099641242264,212.31119027461332,213.07687055059927,12331769
2015-12-22,212.94744873046875,216.2474470029047,212.235674233976,214.13372036075907,11579277
2015-12-23,216.5062713623047,217.17489533726848,213.5297939544305,213.918033268044,12919467
2015-12-24,215.8053131103516,217.23963190110007,214.88865641358592,216.52787171819853,11901877
2015-12-28,217.9298095703125,218.6523536845828,215.68666025238315,215.8160685597931,12885935
2015-12-29,219.0082550048828,219.72001513928487,217.2288330720293,217.92982357801964,14913870
2015-12-30,216.6572723388672,219.1376704606293,216.1180566078667,218.9219899273889,8151610
2015-12-31,218.835693359375,219.9357072225499,215.49255885886123,216.4200139053956,18483713
2016-01-01,218.9974822998047,219.7631626053424,217.45532326396145,217.80041212374195,5416562
2016-01-04,214.6729431152344,218.66314796400556,212.81803303045032,216.7651017747287,30170947
2016-01-05,216.79747009277344,217.8435495008794,215.0396305093221,215.75139068466748,14946239
2016-01-06,222.6317901611328,223.9690526265442,215.77294780981825,217.32589080292544,26759864
2016-01-07,218.5445251464844,221.72589926161515,217.42295762633168,220.22687642671335,19739943
2016-01-08,221.24061584472656,222.78277486917128,219.2886494044218,220.0004239682576,21313199
2016-01-11,226.81610107421875,228.80041946368615,218.0592271367203,219.1268745139818,29016443
2016-01-12,225.4896240234375,229.79256536172463,224.5513850133709,227.54943047624425,23373377
2016-01-13,232.2621917724609,235.04455687716177,225.8670771603823,227.1396354263358,71802356
2016-01-14,228.98374938964844,233.1572970889384,227.12885369897384,229.45826093793696,27823189
2016-01-15,231.4965057373047,234.99063108822975,229.83572247228875,230.73082546236907,28767318
2016-01-18,219.3209991455078,233.79358048030855,217.43375128396264,231.8631821141703,27254669
2016-01-19,225.0906219482422,226.42787002634057,218.72785915815768,221.94159983156,21489315
2016-01-20,216.6680450439453,223.2141360584312,213.52980706188325,223.2141360584312,45114225
2016-01-21,212.27883911132807,221.24062490157408,210.6611918331433,219.4720012421708,31768619
2016-01-22,216.58175659179688,218.05921125018324,214.40332589168025,214.40332589168025,23682648
2016-01-25,216.53863525390625,219.7307933446895,215.6866684021363,217.84353119872503,13099564
2016-01-27,215.5464630126953,217.8435180085244,215.0288153969411,217.433725044388,17251028
2016-01-28,219.33177185058597,220.388649603724,215.0611823251616,215.90236515806583,23074633
2016-01-29,223.3219757080078,224.3141349021529,219.5690338507061,219.77393034601704,19177163
2016-02-01,222.22198486328125,224.7023829447483,221.19747355123397,224.3033595668364,9918809
2016-02-02,215.9347076416016,222.76118304286348,213.63763819130708,222.2219673630865,14771279
2016-02-03,211.6748809814453,214.39254174024484,210.2944969493764,213.09841551254544,15691478
2016-02-04,209.8739471435547,215.9023912460352,208.28865191914093,213.09845772948128,18203784
2016-02-05,209.4102020263672,211.80431350463616,207.36117939662756,211.1788255687776,20998404
2016-02-08,207.28565979003903,212.408215587896,206.6170214515693,209.4533063828824,12078110
2016-02-09,206.5200042724609,208.95726634603855,204.90235704065623,205.5278449999568,19603494
2016-02-10,207.6307830810547,209.86314859196088,204.61116922508543,205.26902364796624,16883350
2016-02-11,199.41311645507807,208.3425493476131,197.46115011324795,207.67391092466315,17114833
2016-02-12,195.5307464599609,201.4297814286022,191.55132570175635,201.4297814286022,29319458
2016-02-15,204.2013702392578,205.19352952995428,198.00038187135493,198.00038187135493,19283523
2016-02-16,200.70726013183597,206.6278494282153,199.94156540655857,205.13961048426364,13024856
2016-02-17,205.463134765625,206.50921414181408,197.65526913941457,201.68861027174333,15442221
2016-02-18,202.7670440673828,208.93567969165795,201.88272514281232,207.69547351248744,14433087
2016-02-19,203.6837158203125,205.49548990804144,202.17390887983825,202.74549109405956,10235503
2016-02-22,207.55528259277344,208.8494089105872,203.6297819330936,203.6297819330936,12770834
2016-02-23,204.8268280029297,208.61212148248129,203.3385893909777,207.72780265554672,18989787
2016-02-24,205.4738922119141,206.7464359821268,203.17682285335056,203.80232511114744,15186204
2016-02-25,203.62977600097656,206.3150847926848,202.92879993126817,205.80822118593923,24826958
2016-02-26,204.97784423828125,206.78961834380064,203.6729337934846,205.54941206021545,8349402
2016-02-29,208.49351501464844,214.52195815065505,201.66702518171687,205.1827183422465,31032353
2016-03-01,211.6533203125,212.46215103275813,208.0621389826024,208.07292300826185,16453192
2016-03-02,216.0102081298828,216.92687915710732,212.93667426064675,214.15529802292957,20105967
2016-03-03,218.45823669433597,219.56902010570505,215.14744011311868,217.84351845108708,15880459
2016-03-04,217.0670623779297,218.92197240694568,216.44157448369117,218.706277493068,8987660
2016-03-08,221.5102081298828,222.35137653076552,217.3043085338768,217.3043085338768,13222993
2016-03-09,224.6808319091797,225.1553435084391,219.69846731590587,220.00043447830743,11854901
2016-03-10,218.22097778320312,225.5866832322629,217.62784197764412,224.7562844657416,20706353
2016-03-11,218.81411743164065,222.06020997768005,217.97294902265057,218.90040403580468,15319044
2016-03-14,219.9464874267578,221.38079167842244,218.47981669924275,219.8062806910677,11880095
2016-03-15,220.10826110839844,221.69355621746985,218.9435574359989,220.8631573707613,10487788
2016-03-16,220.3778381347656,221.2513729943125,216.8621594414169,220.21607775258948,11064129
2016-03-17,221.60494995117188,226.16355676483715,220.73248527640172,224.00422052678675,16832997
2016-03-18,224.04788208007807,224.6913179759484,221.53955661481172,222.0957489397177,14030979
2016-03-21,226.25082397460935,227.16691052289332,223.07725195234684,224.21144741212345,12708074
2016-03-22,228.5519256591797,229.5116193452213,225.8909098133172,226.1853713779024,15333442
2016-03-23,224.4840850830078,228.3447145124184,223.0009008909158,228.3447145124184,16806372
2016-03-28,222.56466674804688,225.02937008513632,221.52862036688165,224.65857040008584,18070240
2016-03-29,226.0218048095703,227.27596014398927,222.5210549345299,223.3062615592078,15871250
2016-03-30,228.3774261474609,229.40256707089824,227.42862333704463,227.42862333704463,14453294
2016-03-31,227.97390747070312,230.3295563021594,225.2474735231891,227.05783556514257,30833349
2016-04-01,225.6291961669922,228.21385953557103,223.56800873939125,226.64343171263727,12381116
2016-04-04,225.76004028320312,227.3195625140524,223.6334203829546,226.8397083999445,8632568
2016-04-05,223.9933319091797,227.3632018526204,222.9572854900625,224.95304021152083,10259495
2016-04-06,225.4765167236328,226.1199525552641,223.0445296257637,225.1166224693275,6990781
2016-04-07,226.2398834228516,228.5846266575952,222.9354465664508,225.7273130003732,8789163
2016-04-08,226.0436248779297,229.99149817230767,224.92033484201545,225.94546130585317,13411752
2016-04-11,226.90516662597656,228.0393766525431,225.31292788253648,226.1853926537392,10308361
2016-04-12,228.45376586914065,230.64583307278167,226.41438945262303,226.9051490283628,11164859
2016-04-13,232.5216217041016,233.3613701037633,229.5770787027041,229.5770787027041,16038542
2016-04-18,232.2380828857422,232.68522070385603,230.19870637093427,232.4670972374554,19065716
2016-04-20,226.25082397460935,233.2087020913287,225.92364604736295,233.2087020913287,21687934
2016-04-21,227.09056091308597,229.45710072306383,225.74914749525945,227.1450881382,11380697
2016-04-22,226.61070251464844,228.475577258534,224.505893424762,226.6216079594664,11705087
2016-04-25,221.80126953125,227.81034471937448,220.7979394256467,227.81034471937448,61157544
2016-04-26,221.8121795654297,223.32808020069,219.7509920841051,221.47411074807457,26429236
2016-04-27,222.3465576171875,223.7752146651629,221.60497275931127,222.01939425048067,14502641
2016-04-28,217.39535522460935,222.30293678628,216.1411853001772,221.1687413234945,61949033
2016-04-29,214.3417205810547,217.7988483942989,213.5019722377728,216.6864493795597,23479680
2016-05-02,215.26870727539065,216.4574298125901,213.3165745245728,213.53468340846047,10620873
